block,router_txs,failed_txs,rejection_rate
19000738,1,0,0.0
19000739,1,1,1.0
19000740,0,0,0.0
19000741,4,0,0.0
19000742,0,0,0.0
19000743,3,0,0.0
19000744,3,0,0.0
19000745,0,0,0.0
19000746,0,0,0.0
19000747,1,0,0.0
19000748,1,0,0.0
19000749,2,0,0.0
19000750,2,0,0.0
19000751,1,1,1.0
19000752,0,0,0.0
19000753,0,0,0.0
19000754,1,1,1.0
19000755,1,0,0.0
19000756,0,0,0.0
19000757,2,0,0.0
19000758,1,0,0.0
19000759,0,0,0.0
19000760,1,0,0.0
19000761,2,0,0.0
19000762,2,0,0.0
19000763,0,0,0.0
19000764,0,0,0.0
19000765,3,0,0.0
19000766,1,0,0.0
19000767,0,0,0.0
19000768,0,0,0.0
19000769,0,0,0.0
19000770,0,0,0.0
19000771,0,0,0.0
19000772,1,0,0.0
19000773,1,0,0.0
19000774,1,0,0.0
19000775,0,0,0.0
19000776,1,0,0.0
19000777,0,0,0.0
19000778,2,0,0.0
19000779,1,0,0.0
19000780,1,0,0.0
19000781,2,0,0.0
19000782,2,0,0.0
19000783,2,1,0.5
19000784,2,0,0.0
19000785,1,0,0.0
19000786,0,0,0.0
19000787,0,0,0.0
19000788,1,0,0.0
19000789,0,0,0.0
19000790,1,0,0.0
19000791,1,0,0.0
19000792,0,0,0.0
19000793,1,0,0.0
19000794,2,0,0.0
19000795,2,0,0.0
19000796,1,0,0.0
19000797,0,0,0.0
19000798,9,0,0.0
19000799,4,2,0.5
19000800,4,0,0.0
19000801,2,0,0.0
19000802,0,0,0.0
19000803,1,0,0.0
19000804,0,0,0.0
19000805,2,0,0.0
19000806,2,0,0.0
19000807,0,0,0.0
19000808,0,0,0.0
19000809,1,0,0.0
19000810,1,0,0.0
19000811,0,0,0.0
19000812,2,0,0.0
19000813,0,0,0.0
19000814,1,0,0.0
19000815,3,0,0.0
19000816,0,0,0.0
19000817,2,1,0.5
19000818,0,0,0.0
19000819,2,0,0.0
19000820,1,0,0.0
19000821,4,0,0.0
19000822,0,0,0.0
19000823,1,0,0.0
19000824,3,0,0.0
19000825,2,0,0.0
19000826,0,0,0.0
19000827,4,1,0.25
19000828,3,1,0.3333333333333333
19000829,1,0,0.0
19000830,2,0,0.0
19000831,3,0,0.0
19000832,1,0,0.0
19000833,2,0,0.0
19000834,0,0,0.0
19000835,1,0,0.0
19000836,2,0,0.0
19000837,1,0,0.0
19000838,3,0,0.0
19000839,2,0,0.0
19000840,2,0,0.0
19000841,0,0,0.0
19000842,1,0,0.0
19000843,1,0,0.0
19000844,1,0,0.0
19000845,2,1,0.5
19000846,2,0,0.0
19000847,1,0,0.0
19000848,2,1,0.5
19000849,0,0,0.0
19000850,4,0,0.0
19000851,1,1,1.0
19000852,1,0,0.0
19000853,1,0,0.0
19000854,1,0,0.0
19000855,0,0,0.0
19000856,0,0,0.0
19000857,0,0,0.0
19000858,1,0,0.0
19000859,1,0,0.0
19000860,0,0,0.0
19000861,2,0,0.0
19000862,0,0,0.0
19000863,1,0,0.0
19000864,1,0,0.0
19000865,2,0,0.0
19000866,0,0,0.0
19000867,2,0,0.0
19000868,2,0,0.0
19000869,1,0,0.0
19000870,0,0,0.0
19000871,0,0,0.0
19000872,2,0,0.0
19000873,0,0,0.0
19000874,0,0,0.0
19000875,0,0,0.0
19000876,1,0,0.0
19000877,0,0,0.0
19000878,0,0,0.0
19000879,1,0,0.0
19000880,1,0,0.0
19000881,0,0,0.0
19000882,0,0,0.0
19000883,2,0,0.0
19000884,0,0,0.0
19000885,2,0,0.0
19000886,2,0,0.0
19000887,0,0,0.0
19000888,1,1,1.0
19000889,1,0,0.0
19000890,1,0,0.0
19000891,2,0,0.0
19000892,2,0,0.0
19000893,1,0,0.0
19000894,1,0,0.0
19000895,0,0,0.0
19000896,0,0,0.0
19000897,2,0,0.0
19000898,1,0,0.0
19000899,2,0,0.0
19000900,1,0,0.0
19000901,0,0,0.0
19000902,0,0,0.0
19000903,1,0,0.0
19000904,2,0,0.0
19000905,2,0,0.0
19000906,40,0,0.0
19000907,0,0,0.0
19000908,0,0,0.0
19000909,1,0,0.0
19000910,1,0,0.0
19000911,2,0,0.0
19000912,0,0,0.0
19000913,1,0,0.0
19000914,1,0,0.0
19000915,1,0,0.0
19000916,0,0,0.0
19000917,2,0,0.0
19000918,8,0,0.0
19000919,4,0,0.0
19000920,2,0,0.0
19000921,2,0,0.0
19000922,2,0,0.0
19000923,5,0,0.0
19000924,3,0,0.0
19000925,2,0,0.0
19000926,4,0,0.0
19000927,3,0,0.0
19000928,0,0,0.0
19000929,1,0,0.0
19000930,0,0,0.0
19000931,2,0,0.0
19000932,0,0,0.0
19000933,4,0,0.0
19000934,2,0,0.0
19000935,1,0,0.0
19000936,3,0,0.0
19000937,4,1,0.25
19000938,2,0,0.0
19000939,2,2,1.0
19000940,1,0,0.0
19000941,2,1,0.5
19000942,3,0,0.0
19000943,0,0,0.0
19000944,4,2,0.5
19000945,0,0,0.0
19000946,0,0,0.0
19000947,0,0,0.0
19000948,1,0,0.0
19000949,1,0,0.0
19000950,0,0,0.0
19000951,2,0,0.0
19000952,0,0,0.0
19000953,0,0,0.0
19000954,0,0,0.0
19000955,1,0,0.0
19000956,0,0,0.0
19000957,0,0,0.0
19000958,0,0,0.0
19000959,1,0,0.0
19000960,0,0,0.0
19000961,0,0,0.0
19000962,0,0,0.0
19000963,3,1,0.3333333333333333
19000964,0,0,0.0
19000965,2,1,0.5
19000966,0,0,0.0
19000967,5,1,0.2
19000968,0,0,0.0
19000969,1,0,0.0
19000970,2,0,0.0
19000971,0,0,0.0
19000972,1,0,0.0
19000973,2,0,0.0
19000974,0,0,0.0
19000975,2,0,0.0
19000976,0,0,0.0
19000977,1,0,0.0
19000978,1,0,0.0
19000979,0,0,0.0
19000980,0,0,0.0
19000981,0,0,0.0
19000982,1,0,0.0
19000983,1,0,0.0
19000984,0,0,0.0
19000985,1,0,0.0
19000986,1,0,0.0
19000987,0,0,0.0
19000988,0,0,0.0
19000989,3,0,0.0
19000990,1,0,0.0
19000991,0,0,0.0
19000992,0,0,0.0
19000993,0,0,0.0
19000994,0,0,0.0
19000995,2,0,0.0
19000996,0,0,0.0
19000997,1,0,0.0
19000998,0,0,0.0
19000999,0,0,0.0
19001000,0,0,0.0
19001001,0,0,0.0
19001002,0,0,0.0
19001003,2,0,0.0
19001004,0,0,0.0
19001005,2,0,0.0
19001006,1,0,0.0
19001007,0,0,0.0
19001008,1,0,0.0
19001009,2,0,0.0
19001010,2,0,0.0
19001011,2,1,0.5
19001012,1,0,0.0
19001013,0,0,0.0
19001014,0,0,0.0
19001015,0,0,0.0
19001016,1,0,0.0
19001017,1,0,0.0
19001018,1,0,0.0
19001019,3,1,0.3333333333333333
19001020,0,0,0.0
19001021,3,1,0.3333333333333333
19001022,0,0,0.0
19001023,0,0,0.0
19001024,0,0,0.0
19001025,0,0,0.0
19001026,2,0,0.0
19001027,0,0,0.0
19001028,0,0,0.0
19001029,0,0,0.0
19001030,1,0,0.0
19001031,0,0,0.0
19001032,0,0,0.0
19001033,0,0,0.0
19001034,1,0,0.0
19001035,0,0,0.0
19001036,0,0,0.0
19001037,0,0,0.0
19001038,1,0,0.0
19001039,2,0,0.0
19001040,1,0,0.0
19001041,0,0,0.0
19001042,2,0,0.0
19001043,0,0,0.0
19001044,0,0,0.0
19001045,2,0,0.0
19001046,1,1,1.0
19001047,1,0,0.0
19001048,1,0,0.0
19001049,0,0,0.0
19001050,0,0,0.0
19001051,0,0,0.0
19001052,0,0,0.0
19001053,0,0,0.0
19001054,0,0,0.0
19001055,1,0,0.0
19001056,0,0,0.0
19001057,0,0,0.0
19001058,2,0,0.0
19001059,0,0,0.0
19001060,0,0,0.0
19001061,0,0,0.0
19001062,0,0,0.0
19001063,5,1,0.2
19001064,0,0,0.0
19001065,1,0,0.0
19001066,3,3,1.0
19001067,2,0,0.0
19001068,0,0,0.0
19001069,2,0,0.0
19001070,0,0,0.0
19001071,0,0,0.0
19001072,1,0,0.0
19001073,1,0,0.0
19001074,1,0,0.0
19001075,1,0,0.0
19001076,3,0,0.0
19001077,1,0,0.0
19001078,2,1,0.5
19001079,3,0,0.0
19001080,2,0,0.0
19001081,5,2,0.4
19001082,0,0,0.0
19001083,3,0,0.0
19001084,1,0,0.0
19001085,2,2,1.0
19001086,0,0,0.0
19001087,1,0,0.0
19001088,0,0,0.0
19001089,2,1,0.5
19001090,5,1,0.2
19001091,2,0,0.0
19001092,3,1,0.3333333333333333
19001093,0,0,0.0
19001094,1,1,1.0
19001095,1,0,0.0
19001096,1,0,0.0
19001097,8,0,0.0
19001098,1,0,0.0
19001099,2,0,0.0
19001100,2,0,0.0
19001101,1,0,0.0
19001102,2,0,0.0
19001103,1,0,0.0
19001104,5,1,0.2
19001105,1,0,0.0
19001106,3,0,0.0
19001107,1,0,0.0
19001108,1,0,0.0
19001109,4,1,0.25
19001110,0,0,0.0
19001111,5,1,0.2
19001112,0,0,0.0
19001113,0,0,0.0
19001114,1,0,0.0
19001115,3,0,0.0
19001116,3,0,0.0
19001117,0,0,0.0
19001118,3,0,0.0
19001119,0,0,0.0
19001120,2,0,0.0
19001121,2,0,0.0
19001122,1,0,0.0
19001123,0,0,0.0
19001124,13,0,0.0
19001125,2,0,0.0
19001126,1,1,1.0
19001127,0,0,0.0
19001128,1,0,0.0
19001129,6,2,0.3333333333333333
19001130,2,0,0.0
19001131,3,0,0.0
19001132,2,0,0.0
19001133,4,1,0.25
19001134,1,0,0.0
19001135,2,0,0.0
19001136,3,0,0.0
19001137,11,6,0.5454545454545454
19001138,2,1,0.5
19001139,2,0,0.0
19001140,1,0,0.0
19001141,2,0,0.0
19001142,1,1,1.0
19001143,2,1,0.5
19001144,2,1,0.5
19001145,1,0,0.0
19001146,1,0,0.0
19001147,1,1,1.0
19001148,2,0,0.0
19001149,1,0,0.0
19001150,2,0,0.0
