block,router_txs,failed_txs,rejection_rate
19230192,0,0,0.0
19230193,3,0,0.0
19230194,0,0,0.0
19230195,1,0,0.0
19230196,0,0,0.0
19230197,4,1,0.25
19230198,1,0,0.0
19230199,1,0,0.0
19230200,5,0,0.0
19230201,2,0,0.0
19230202,2,1,0.5
19230203,1,0,0.0
19230204,4,0,0.0
19230205,2,0,0.0
19230206,2,0,0.0
19230207,2,0,0.0
19230208,6,0,0.0
19230209,1,0,0.0
19230210,2,0,0.0
19230211,1,0,0.0
19230212,1,0,0.0
19230213,2,0,0.0
19230214,5,0,0.0
19230215,2,0,0.0
19230216,2,0,0.0
19230217,3,2,0.6666666666666666
19230218,6,0,0.0
19230219,2,1,0.5
19230220,2,0,0.0
19230221,3,0,0.0
19230222,9,0,0.0
19230223,2,1,0.5
19230224,2,0,0.0
19230225,16,0,0.0
19230226,1,0,0.0
19230227,0,0,0.0
19230228,1,0,0.0
19230229,8,0,0.0
19230230,2,0,0.0
19230231,0,0,0.0
19230232,16,0,0.0
19230233,0,0,0.0
19230234,0,0,0.0
19230235,13,0,0.0
19230236,2,0,0.0
19230237,2,0,0.0
19230238,3,0,0.0
19230239,4,0,0.0
19230240,2,0,0.0
19230241,5,0,0.0
19230242,12,0,0.0
19230243,5,0,0.0
19230244,3,0,0.0
19230245,12,0,0.0
19230246,0,0,0.0
19230247,15,0,0.0
19230248,44,0,0.0
19230249,12,0,0.0
19230250,1,0,0.0
19230251,7,0,0.0
19230252,15,0,0.0
19230253,2,0,0.0
19230254,12,0,0.0
19230255,3,0,0.0
19230256,12,0,0.0
19230257,5,0,0.0
19230258,6,0,0.0
19230259,1,0,0.0
19230260,1,1,1.0
19230261,2,0,0.0
19230262,2,0,0.0
19230263,1,0,0.0
19230264,4,3,0.75
19230265,1,0,0.0
19230266,0,0,0.0
19230267,1,0,0.0
19230268,7,0,0.0
19230269,3,0,0.0
19230270,0,0,0.0
19230271,3,0,0.0
19230272,0,0,0.0
19230273,2,0,0.0
19230274,1,0,0.0
19230275,5,0,0.0
19230276,2,0,0.0
19230277,1,0,0.0
19230278,3,0,0.0
19230279,1,0,0.0
19230280,0,0,0.0
19230281,2,0,0.0
19230282,12,0,0.0
19230283,2,0,0.0
19230284,2,0,0.0
19230285,2,0,0.0
19230286,3,0,0.0
19230287,3,0,0.0
19230288,0,0,0.0
19230289,0,0,0.0
19230290,2,0,0.0
19230291,5,0,0.0
19230292,5,0,0.0
19230293,1,0,0.0
19230294,1,0,0.0
19230295,3,0,0.0
19230296,0,0,0.0
19230297,1,0,0.0
19230298,2,0,0.0
19230299,1,0,0.0
19230300,1,0,0.0
19230301,0,0,0.0
19230302,3,0,0.0
19230303,2,0,0.0
19230304,0,0,0.0
19230305,0,0,0.0
19230306,1,0,0.0
19230307,3,1,0.3333333333333333
19230308,0,0,0.0
19230309,2,0,0.0
19230310,0,0,0.0
19230311,1,0,0.0
19230312,1,0,0.0
19230313,3,0,0.0
19230314,3,0,0.0
19230315,0,0,0.0
19230316,1,0,0.0
19230317,1,0,0.0
19230318,2,0,0.0
19230319,3,0,0.0
19230320,4,0,0.0
19230321,11,0,0.0
19230322,32,1,0.03125
19230323,2,0,0.0
19230324,3,0,0.0
19230325,1,0,0.0
19230326,2,0,0.0
19230327,0,0,0.0
19230328,3,0,0.0
19230329,2,0,0.0
19230330,1,0,0.0
19230331,3,1,0.3333333333333333
19230332,3,0,0.0
19230333,0,0,0.0
19230334,0,0,0.0
19230335,2,0,0.0
19230336,2,0,0.0
19230337,1,0,0.0
19230338,3,0,0.0
19230339,4,0,0.0
19230340,4,1,0.25
19230341,3,0,0.0
19230342,2,0,0.0
19230343,3,0,0.0
19230344,1,0,0.0
19230345,0,0,0.0
19230346,2,0,0.0
19230347,4,0,0.0
19230348,1,1,1.0
19230349,1,0,0.0
19230350,3,1,0.3333333333333333
19230351,2,0,0.0
19230352,0,0,0.0
19230353,0,0,0.0
19230354,4,0,0.0
19230355,0,0,0.0
19230356,3,0,0.0
19230357,1,0,0.0
19230358,0,0,0.0
19230359,3,1,0.3333333333333333
19230360,2,0,0.0
19230361,0,0,0.0
19230362,3,0,0.0
19230363,2,0,0.0
19230364,1,1,1.0
19230365,5,2,0.4
19230366,1,0,0.0
19230367,0,0,0.0
19230368,1,0,0.0
19230369,0,0,0.0
19230370,1,0,0.0
19230371,1,0,0.0
19230372,1,0,0.0
19230373,0,0,0.0
19230374,1,0,0.0
19230375,3,0,0.0
19230376,1,0,0.0
19230377,4,0,0.0
19230378,2,0,0.0
19230379,3,0,0.0
19230380,0,0,0.0
19230381,1,1,1.0
19230382,2,0,0.0
19230383,2,0,0.0
19230384,0,0,0.0
19230385,2,0,0.0
19230386,2,0,0.0
19230387,1,0,0.0
19230388,1,1,1.0
19230389,0,0,0.0
19230390,1,0,0.0
19230391,1,0,0.0
19230392,0,0,0.0
19230393,0,0,0.0
19230394,2,0,0.0
19230395,0,0,0.0
19230396,1,0,0.0
19230397,0,0,0.0
19230398,2,0,0.0
19230399,0,0,0.0
19230400,3,0,0.0
19230401,2,0,0.0
19230402,0,0,0.0
19230403,2,0,0.0
19230404,3,0,0.0
19230405,2,0,0.0
19230406,1,0,0.0
19230407,1,0,0.0
19230408,1,0,0.0
19230409,0,0,0.0
19230410,0,0,0.0
19230411,7,0,0.0
19230412,3,0,0.0
19230413,1,0,0.0
19230414,2,1,0.5
19230415,2,0,0.0
19230416,1,0,0.0
19230417,2,0,0.0
19230418,0,0,0.0
19230419,0,0,0.0
19230420,4,0,0.0
19230421,1,0,0.0
19230422,3,2,0.6666666666666666
19230423,2,0,0.0
19230424,2,1,0.5
19230425,0,0,0.0
19230426,3,0,0.0
19230427,0,0,0.0
19230428,1,0,0.0
19230429,0,0,0.0
19230430,3,0,0.0
19230431,3,0,0.0
19230432,2,0,0.0
19230433,2,0,0.0
19230434,1,0,0.0
19230435,3,0,0.0
19230436,0,0,0.0
19230437,0,0,0.0
19230438,0,0,0.0
19230439,1,0,0.0
19230440,2,0,0.0
19230441,1,0,0.0
19230442,0,0,0.0
19230443,3,0,0.0
19230444,3,0,0.0
19230445,1,0,0.0
19230446,1,0,0.0
19230447,1,0,0.0
19230448,1,0,0.0
19230449,2,0,0.0
19230450,10,9,0.9
19230451,1,1,1.0
19230452,3,0,0.0
19230453,0,0,0.0
19230454,0,0,0.0
19230455,4,0,0.0
19230456,2,1,0.5
19230457,1,0,0.0
19230458,0,0,0.0
19230459,1,0,0.0
19230460,1,0,0.0
19230461,2,0,0.0
19230462,0,0,0.0
19230463,0,0,0.0
19230464,2,0,0.0
19230465,1,1,1.0
19230466,2,0,0.0
19230467,0,0,0.0
19230468,2,0,0.0
19230469,3,0,0.0
19230470,4,0,0.0
19230471,1,0,0.0
19230472,4,1,0.25
19230473,2,0,0.0
19230474,1,0,0.0
19230475,2,0,0.0
19230476,2,0,0.0
19230477,0,0,0.0
19230478,1,0,0.0
19230479,2,0,0.0
19230480,4,0,0.0
19230481,3,0,0.0
19230482,0,0,0.0
19230483,1,0,0.0
19230484,0,0,0.0
19230485,0,0,0.0
19230486,1,1,1.0
19230487,3,1,0.3333333333333333
19230488,3,1,0.3333333333333333
19230489,4,3,0.75
19230490,1,0,0.0
19230491,4,1,0.25
19230492,3,0,0.0
19230493,2,0,0.0
19230494,4,0,0.0
19230495,1,1,1.0
19230496,1,1,1.0
19230497,5,1,0.2
19230498,1,0,0.0
19230499,1,0,0.0
19230500,0,0,0.0
19230501,2,0,0.0
19230502,2,0,0.0
19230503,2,2,1.0
19230504,2,1,0.5
19230505,1,0,0.0
19230506,1,0,0.0
19230507,2,0,0.0
19230508,1,0,0.0
19230509,1,0,0.0
19230510,1,1,1.0
19230511,0,0,0.0
19230512,1,0,0.0
19230513,3,1,0.3333333333333333
19230514,1,0,0.0
19230515,4,0,0.0
19230516,3,0,0.0
19230517,2,0,0.0
19230518,1,0,0.0
19230519,2,0,0.0
19230520,1,0,0.0
19230521,3,1,0.3333333333333333
19230522,3,0,0.0
19230523,1,0,0.0
19230524,2,0,0.0
19230525,1,0,0.0
19230526,1,0,0.0
19230527,3,0,0.0
19230528,1,0,0.0
19230529,0,0,0.0
19230530,3,0,0.0
19230531,1,1,1.0
19230532,0,0,0.0
19230533,3,0,0.0
19230534,0,0,0.0
19230535,4,1,0.25
19230536,2,0,0.0
19230537,2,0,0.0
19230538,1,0,0.0
19230539,4,0,0.0
19230540,1,0,0.0
19230541,0,0,0.0
19230542,0,0,0.0
19230543,3,0,0.0
19230544,1,0,0.0
19230545,1,0,0.0
19230546,4,0,0.0
19230547,2,0,0.0
19230548,1,0,0.0
19230549,3,0,0.0
19230550,1,0,0.0
19230551,1,0,0.0
19230552,2,1,0.5
19230553,2,0,0.0
19230554,1,0,0.0
19230555,1,0,0.0
19230556,1,0,0.0
19230557,0,0,0.0
19230558,1,1,1.0
19230559,2,0,0.0
19230560,4,0,0.0
19230561,1,0,0.0
19230562,4,0,0.0
19230563,1,0,0.0
19230564,1,0,0.0
19230565,2,0,0.0
19230566,3,0,0.0
19230567,0,0,0.0
19230568,2,0,0.0
19230569,2,0,0.0
19230570,1,1,1.0
19230571,2,0,0.0
19230572,0,0,0.0
19230573,1,0,0.0
19230574,20,1,0.05
19230575,2,1,0.5
19230576,2,0,0.0
19230577,1,0,0.0
19230578,0,0,0.0
19230579,1,0,0.0
19230580,3,1,0.3333333333333333
19230581,1,0,0.0
19230582,4,1,0.25
19230583,0,0,0.0
19230584,1,0,0.0
19230585,2,0,0.0
19230586,5,2,0.4
19230587,0,0,0.0
19230588,1,0,0.0
19230589,2,0,0.0
19230590,2,0,0.0
19230591,0,0,0.0
19230592,4,0,0.0
19230593,1,0,0.0
19230594,0,0,0.0
19230595,0,0,0.0
19230596,3,1,0.3333333333333333
19230597,0,0,0.0
19230598,0,0,0.0
19230599,4,0,0.0
19230600,1,0,0.0
19230601,2,0,0.0
19230602,1,0,0.0
19230603,0,0,0.0
19230604,0,0,0.0
19230605,4,1,0.25
19230606,1,0,0.0
19230607,4,1,0.25
19230608,2,0,0.0
19230609,1,0,0.0
19230610,1,0,0.0
19230611,1,0,0.0
19230612,1,0,0.0
19230613,2,1,0.5
19230614,1,0,0.0
19230615,0,0,0.0
19230616,0,0,0.0
19230617,0,0,0.0
19230618,3,0,0.0
19230619,2,0,0.0
19230620,2,0,0.0
19230621,1,0,0.0
19230622,0,0,0.0
19230623,3,0,0.0
19230624,0,0,0.0
19230625,1,0,0.0
19230626,0,0,0.0
19230627,1,1,1.0
19230628,1,0,0.0
19230629,0,0,0.0
19230630,0,0,0.0
19230631,3,1,0.3333333333333333
19230632,1,0,0.0
19230633,5,1,0.2
19230634,0,0,0.0
19230635,2,0,0.0
19230636,4,0,0.0
19230637,0,0,0.0
19230638,0,0,0.0
19230639,2,0,0.0
19230640,1,0,0.0
19230641,2,0,0.0
19230642,2,1,0.5
19230643,1,0,0.0
19230644,0,0,0.0
19230645,0,0,0.0
19230646,2,0,0.0
19230647,2,0,0.0
19230648,2,0,0.0
19230649,1,0,0.0
19230650,3,1,0.3333333333333333
19230651,2,0,0.0
19230652,3,0,0.0
19230653,0,0,0.0
19230654,3,0,0.0
19230655,0,0,0.0
19230656,0,0,0.0
19230657,2,0,0.0
19230658,2,0,0.0
19230659,0,0,0.0
19230660,1,0,0.0
19230661,5,0,0.0
19230662,1,0,0.0
19230663,2,0,0.0
19230664,1,0,0.0
19230665,0,0,0.0
19230666,2,0,0.0
19230667,3,0,0.0
19230668,1,0,0.0
19230669,2,0,0.0
19230670,0,0,0.0
19230671,1,0,0.0
19230672,2,1,0.5
19230673,1,0,0.0
19230674,3,0,0.0
19230675,2,0,0.0
19230676,1,0,0.0
19230677,2,0,0.0
19230678,2,0,0.0
19230679,1,0,0.0
19230680,0,0,0.0
19230681,0,0,0.0
19230682,3,0,0.0
19230683,1,0,0.0
19230684,3,0,0.0
19230685,1,1,1.0
19230686,0,0,0.0
19230687,0,0,0.0
19230688,1,0,0.0
19230689,0,0,0.0
19230690,0,0,0.0
19230691,0,0,0.0
19230692,0,0,0.0
19230693,1,0,0.0
19230694,2,0,0.0
19230695,1,0,0.0
19230696,2,0,0.0
19230697,3,0,0.0
19230698,4,2,0.5
19230699,0,0,0.0
19230700,1,0,0.0
19230701,0,0,0.0
19230702,2,0,0.0
19230703,2,0,0.0
19230704,2,0,0.0
19230705,2,1,0.5
19230706,2,0,0.0
19230707,0,0,0.0
19230708,1,0,0.0
19230709,0,0,0.0
19230710,2,0,0.0
19230711,0,0,0.0
19230712,1,0,0.0
19230713,0,0,0.0
19230714,3,0,0.0
19230715,4,0,0.0
19230716,1,0,0.0
19230717,1,0,0.0
19230718,1,0,0.0
19230719,1,0,0.0
19230720,2,0,0.0
19230721,3,0,0.0
19230722,2,0,0.0
19230723,1,0,0.0
19230724,0,0,0.0
19230725,2,0,0.0
19230726,0,0,0.0
19230727,0,0,0.0
19230728,0,0,0.0
19230729,3,1,0.3333333333333333
19230730,4,0,0.0
19230731,4,1,0.25
19230732,1,0,0.0
19230733,3,1,0.3333333333333333
19230734,1,0,0.0
19230735,0,0,0.0
19230736,2,0,0.0
19230737,3,0,0.0
19230738,0,0,0.0
19230739,1,0,0.0
19230740,0,0,0.0
19230741,2,0,0.0
19230742,0,0,0.0
19230743,3,0,0.0
19230744,1,0,0.0
19230745,2,0,0.0
19230746,3,0,0.0
19230747,1,0,0.0
19230748,1,0,0.0
19230749,0,0,0.0
19230750,0,0,0.0
19230751,3,0,0.0
19230752,6,0,0.0
19230753,1,0,0.0
19230754,0,0,0.0
19230755,1,0,0.0
19230756,1,0,0.0
19230757,1,0,0.0
19230758,1,0,0.0
19230759,1,1,1.0
19230760,2,0,0.0
19230761,1,0,0.0
19230762,1,0,0.0
19230763,2,1,0.5
19230764,0,0,0.0
19230765,0,0,0.0
19230766,3,0,0.0
19230767,1,0,0.0
19230768,2,0,0.0
19230769,2,0,0.0
19230770,1,1,1.0
19230771,0,0,0.0
19230772,1,0,0.0
19230773,2,0,0.0
19230774,2,0,0.0
19230775,3,0,0.0
19230776,1,0,0.0
19230777,2,0,0.0
19230778,2,0,0.0
19230779,1,0,0.0
19230780,2,0,0.0
19230781,3,0,0.0
19230782,0,0,0.0
19230783,0,0,0.0
19230784,0,0,0.0
19230785,5,1,0.2
19230786,1,0,0.0
19230787,4,1,0.25
19230788,1,0,0.0
19230789,1,0,0.0
19230790,6,1,0.16666666666666666
19230791,1,0,0.0
19230792,5,0,0.0
19230793,5,0,0.0
19230794,5,1,0.2
19230795,4,1,0.25
19230796,1,0,0.0
19230797,2,0,0.0
19230798,3,0,0.0
19230799,3,0,0.0
19230800,6,0,0.0
19230801,4,0,0.0
19230802,3,0,0.0
19230803,3,0,0.0
19230804,8,0,0.0
19230805,0,0,0.0
19230806,2,0,0.0
19230807,2,0,0.0
19230808,3,0,0.0
19230809,2,0,0.0
19230810,1,0,0.0
19230811,4,0,0.0
19230812,0,0,0.0
19230813,1,0,0.0
19230814,0,0,0.0
19230815,0,0,0.0
19230816,2,0,0.0
19230817,3,1,0.3333333333333333
19230818,4,0,0.0
19230819,3,0,0.0
19230820,3,1,0.3333333333333333
19230821,1,0,0.0
19230822,3,0,0.0
19230823,0,0,0.0
19230824,1,0,0.0
19230825,3,0,0.0
19230826,0,0,0.0
19230827,0,0,0.0
19230828,5,0,0.0
19230829,2,0,0.0
19230830,0,0,0.0
19230831,8,5,0.625
19230832,1,0,0.0
19230833,0,0,0.0
19230834,1,0,0.0
19230835,1,0,0.0
19230836,1,0,0.0
19230837,5,0,0.0
19230838,0,0,0.0
19230839,0,0,0.0
19230840,0,0,0.0
19230841,2,0,0.0
19230842,0,0,0.0
19230843,0,0,0.0
19230844,3,0,0.0
19230845,2,0,0.0
19230846,2,0,0.0
19230847,8,0,0.0
19230848,0,0,0.0
19230849,4,0,0.0
19230850,0,0,0.0
19230851,3,0,0.0
19230852,4,1,0.25
19230853,2,0,0.0
19230854,3,0,0.0
19230855,1,0,0.0
19230856,3,0,0.0
19230857,1,0,0.0
19230858,0,0,0.0
19230859,2,0,0.0
19230860,0,0,0.0
19230861,3,1,0.3333333333333333
19230862,0,0,0.0
19230863,2,0,0.0
19230864,0,0,0.0
19230865,3,0,0.0
19230866,0,0,0.0
19230867,2,0,0.0
19230868,2,0,0.0
19230869,1,0,0.0
19230870,1,0,0.0
19230871,3,0,0.0
19230872,1,0,0.0
19230873,1,0,0.0
19230874,0,0,0.0
19230875,2,0,0.0
19230876,0,0,0.0
19230877,2,1,0.5
19230878,2,0,0.0
19230879,0,0,0.0
19230880,2,0,0.0
19230881,1,0,0.0
19230882,1,0,0.0
19230883,1,0,0.0
19230884,0,0,0.0
19230885,2,0,0.0
19230886,1,0,0.0
19230887,1,0,0.0
19230888,3,0,0.0
19230889,0,0,0.0
19230890,1,0,0.0
19230891,1,0,0.0
19230892,0,0,0.0
19230893,2,0,0.0
19230894,0,0,0.0
19230895,6,0,0.0
19230896,1,0,0.0
19230897,2,0,0.0
19230898,3,0,0.0
19230899,0,0,0.0
19230900,2,1,0.5
19230901,1,0,0.0
19230902,0,0,0.0
19230903,0,0,0.0
19230904,0,0,0.0
19230905,4,0,0.0
19230906,3,1,0.3333333333333333
19230907,2,0,0.0
19230908,2,0,0.0
19230909,2,0,0.0
19230910,1,0,0.0
19230911,0,0,0.0
19230912,0,0,0.0
19230913,7,0,0.0
19230914,1,0,0.0
19230915,1,0,0.0
19230916,1,0,0.0
19230917,2,0,0.0
19230918,0,0,0.0
19230919,2,0,0.0
19230920,0,0,0.0
19230921,2,1,0.5
19230922,2,0,0.0
19230923,3,0,0.0
19230924,4,1,0.25
19230925,4,1,0.25
19230926,3,1,0.3333333333333333
19230927,1,0,0.0
19230928,1,0,0.0
19230929,2,0,0.0
19230930,1,0,0.0
19230931,0,0,0.0
19230932,2,2,1.0
19230933,6,2,0.3333333333333333
19230934,3,1,0.3333333333333333
19230935,0,0,0.0
19230936,1,0,0.0
19230937,7,3,0.42857142857142855
19230938,4,1,0.25
19230939,3,0,0.0
19230940,2,0,0.0
19230941,3,1,0.3333333333333333
19230942,2,1,0.5
19230943,2,0,0.0
19230944,3,0,0.0
19230945,2,0,0.0
19230946,1,0,0.0
19230947,2,0,0.0
19230948,0,0,0.0
19230949,1,0,0.0
19230950,5,1,0.2
19230951,1,0,0.0
19230952,6,1,0.16666666666666666
19230953,3,0,0.0
19230954,5,0,0.0
19230955,0,0,0.0
19230956,1,0,0.0
19230957,1,0,0.0
19230958,1,0,0.0
19230959,2,0,0.0
19230960,0,0,0.0
19230961,1,0,0.0
19230962,4,0,0.0
19230963,1,0,0.0
19230964,0,0,0.0
19230965,0,0,0.0
19230966,2,0,0.0
19230967,1,0,0.0
19230968,2,0,0.0
19230969,2,0,0.0
19230970,1,0,0.0
19230971,1,1,1.0
19230972,4,2,0.5
19230973,2,0,0.0
19230974,0,0,0.0
19230975,1,0,0.0
19230976,0,0,0.0
19230977,1,0,0.0
19230978,1,0,0.0
19230979,4,0,0.0
19230980,0,0,0.0
19230981,1,0,0.0
19230982,3,1,0.3333333333333333
19230983,2,0,0.0
19230984,1,0,0.0
19230985,4,0,0.0
19230986,3,0,0.0
19230987,1,0,0.0
19230988,3,0,0.0
19230989,1,0,0.0
19230990,0,0,0.0
19230991,0,0,0.0
19230992,0,0,0.0
19230993,2,0,0.0
19230994,1,0,0.0
19230995,3,1,0.3333333333333333
19230996,0,0,0.0
19230997,0,0,0.0
19230998,2,0,0.0
19230999,2,0,0.0
19231000,1,0,0.0
19231001,1,0,0.0
19231002,3,0,0.0
19231003,0,0,0.0
19231004,1,0,0.0
19231005,6,0,0.0
19231006,3,1,0.3333333333333333
19231007,4,1,0.25
19231008,3,0,0.0
19231009,3,0,0.0
19231010,2,0,0.0
19231011,1,0,0.0
19231012,2,0,0.0
19231013,1,0,0.0
19231014,1,0,0.0
19231015,2,0,0.0
19231016,1,0,0.0
19231017,3,0,0.0
19231018,0,0,0.0
19231019,3,0,0.0
19231020,0,0,0.0
19231021,1,0,0.0
19231022,4,0,0.0
19231023,0,0,0.0
19231024,1,1,1.0
19231025,2,0,0.0
19231026,0,0,0.0
19231027,2,1,0.5
19231028,0,0,0.0
19231029,1,0,0.0
19231030,1,0,0.0
19231031,1,0,0.0
19231032,6,0,0.0
19231033,2,0,0.0
19231034,2,0,0.0
19231035,6,0,0.0
19231036,2,0,0.0
19231037,1,0,0.0
19231038,2,0,0.0
19231039,2,0,0.0
19231040,1,0,0.0
19231041,3,0,0.0
19231042,5,0,0.0
19231043,2,0,0.0
19231044,1,0,0.0
19231045,2,0,0.0
19231046,0,0,0.0
19231047,0,0,0.0
19231048,1,0,0.0
19231049,1,0,0.0
19231050,2,0,0.0
19231051,5,1,0.2
19231052,2,2,1.0
19231053,3,0,0.0
19231054,2,0,0.0
19231055,0,0,0.0
19231056,0,0,0.0
19231057,1,0,0.0
19231058,5,1,0.2
19231059,1,1,1.0
19231060,1,0,0.0
19231061,1,0,0.0
19231062,3,1,0.3333333333333333
19231063,2,0,0.0
19231064,0,0,0.0
19231065,1,0,0.0
19231066,4,1,0.25
19231067,1,0,0.0
19231068,2,1,0.5
19231069,2,0,0.0
19231070,3,0,0.0
19231071,0,0,0.0
19231072,3,1,0.3333333333333333
19231073,3,1,0.3333333333333333
19231074,4,1,0.25
19231075,1,0,0.0
19231076,0,0,0.0
19231077,0,0,0.0
19231078,3,0,0.0
19231079,1,0,0.0
19231080,0,0,0.0
19231081,1,0,0.0
19231082,1,0,0.0
19231083,2,0,0.0
19231084,0,0,0.0
19231085,2,0,0.0
19231086,1,0,0.0
19231087,3,0,0.0
19231088,1,0,0.0
19231089,2,0,0.0
19231090,0,0,0.0
19231091,1,0,0.0
19231092,0,0,0.0
19231093,0,0,0.0
19231094,3,2,0.6666666666666666
19231095,1,0,0.0
19231096,2,0,0.0
19231097,1,0,0.0
19231098,0,0,0.0
19231099,4,0,0.0
19231100,1,0,0.0
19231101,1,0,0.0
19231102,2,0,0.0
19231103,4,0,0.0
19231104,2,1,0.5
19231105,1,0,0.0
19231106,3,0,0.0
19231107,2,0,0.0
19231108,0,0,0.0
19231109,3,0,0.0
19231110,2,0,0.0
19231111,4,1,0.25
19231112,1,0,0.0
19231113,1,0,0.0
19231114,1,0,0.0
19231115,51,0,0.0
19231116,2,0,0.0
19231117,1,0,0.0
19231118,1,0,0.0
19231119,2,0,0.0
19231120,2,0,0.0
19231121,3,0,0.0
19231122,1,0,0.0
19231123,2,1,0.5
19231124,2,1,0.5
19231125,2,1,0.5
19231126,0,0,0.0
19231127,4,1,0.25
19231128,2,0,0.0
19231129,0,0,0.0
19231130,2,0,0.0
19231131,0,0,0.0
19231132,0,0,0.0
19231133,1,0,0.0
19231134,2,1,0.5
19231135,0,0,0.0
19231136,1,0,0.0
19231137,1,0,0.0
19231138,1,0,0.0
19231139,0,0,0.0
19231140,3,0,0.0
19231141,0,0,0.0
19231142,70,0,0.0
